Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification
P4024,Eco-Friendly Notebook,Electronics,41.39,-0.76,1.37,60.33,284,4.7,0
P4025,Solar-Powered Lantern,Stationery,83.47,-0.72,1.3,77.52,279,4.8,1
P4026,Solar-Powered Lantern,Personal Care,66.93,-0.87,1.38,35.09,69,3.3,1
P4027,Biodegradable Phone Case,Personal Care,82.59,-1.49,1.32,102.55,69,4.5,0
P4028,Organic Cotton T-Shirt,Stationery,58.74,-1.44,0.95,15.54,234,3.7,1
P4029,Reusable Water Bottle,Personal Care,76.41,-0.77,1.47,34.44,642,4.8,1
P4030,Solar-Powered Lantern,Household,42.49,-1,1.38,47.27,838,3.1,1
P4031,Compostable Trash Bags,Stationery,74.35,-1.01,1.2,10.27,778,4,1
P4032,Solar-Powered Lantern,Electronics,21.45,-0.71,0.98,84.22,360,3.5,0
P4033,Bamboo Toothbrush,Stationery,99.13,-1.14,1.49,79.74,607,4.9,0
P4034,Solar-Powered Lantern,Personal Care,34.4,-1.3,1.49,15.53,255,4.1,1
P4035,Bamboo Toothbrush,Household,91.84,-1.24,1.04,115.84,578,3.7,1
P4036,Organic Wool Socks,Electronics,93.29,-1.1,1.28,32.24,378,3.1,0
P4037,Solar-Powered Lantern,Stationery,39.04,-0.87,1.11,111.5,404,3.5,0
P4038,Compostable Trash Bags,Electronics,82.27,-1.14,1.24,26.01,82,3.1,0
P4039,Solar Charger,Clothing,20.22,-1.36,0.9,119.32,416,3.7,1
P4040,Solar-Powered Lantern,Electronics,71.29,-1.2,1.33,96.19,147,4.2,0
P4041,Bamboo Toothbrush,Stationery,16.54,-1.45,0.81,105.28,982,3.3,1
P4042,Organic Cotton T-Shirt,Personal Care,86.69,-1.16,1.17,111.08,974,3.5,0
P4043,Eco-Friendly Notebook,Stationery,68.47,-1.37,0.82,61.07,711,3.8,0
P4044,Organic Wool Socks,Stationery,90.42,-0.92,1.36,70.04,713,4.7,0
P4045,Organic Wool Socks,Household,89.53,-1.3,1.25,75.01,202,3.1,0
P4046,Biodegradable Phone Case,Stationery,65.13,-0.97,1.35,38.41,594,4.9,0
P4047,Reusable Water Bottle,Household,76.28,-1.34,1.01,99.87,155,3.6,0
P4048,Compostable Trash Bags,Personal Care,34.94,-1.07,0.92,76.42,386,4.5,1
P4049,Recycled Paper Planner,Stationery,43.9,-1.22,1.25,37.06,245,4.6,0
P4050,Recycled Paper Planner,Electronics,61.88,-1.44,1.03,21.99,364,3.6,1
P4051,Reusable Water Bottle,Stationery,15.68,-1.05,1.47,33.93,552,4.9,0
P4052,Biodegradable Phone Case,Electronics,38.92,-0.93,1.08,48.08,416,3.8,1
P4053,Biodegradable Phone Case,Stationery,84.6,-0.66,0.9,116.65,673,4.2,0
P4054,Eco-Friendly Notebook,Electronics,80.32,-1.25,1.14,97.53,248,4.6,0
P4055,Organic Wool Socks,Clothing,86.97,-1.25,1.46,110.9,601,3.8,0
P4056,Biodegradable Phone Case,Personal Care,81.82,-1.2,1.05,66.05,246,3.8,1
P4057,Organic Cotton T-Shirt,Household,86.36,-0.57,0.89,41.42,329,3.5,1
P4058,Eco-Friendly Notebook,Personal Care,46.1,-0.56,1.2,69.13,437,3.4,0
P4059,Recycled Paper Planner,Clothing,72.2,-1.41,1.22,13.28,559,4.5,1
P4060,Compostable Trash Bags,Personal Care,35.95,-1.1,1.19,114.95,940,5,0
P4061,Biodegradable Phone Case,Clothing,64.16,-1.26,0.95,99.95,137,3,1
P4062,Bamboo Toothbrush,Personal Care,6.44,-0.88,0.86,74.66,302,3.6,1
P4063,Biodegradable Phone Case,Electronics,66.25,-1.17,0.86,7.95,386,3.1,0
P4064,Reusable Water Bottle,Household,34.09,-1,1.08,16.31,802,4.2,1
P4065,Organic Cotton T-Shirt,Stationery,57.1,-1.04,1.27,50.52,877,4.3,1
P4066,Eco-Friendly Notebook,Stationery,88.56,-0.51,1.46,8.8,775,4,0
P4067,Bamboo Toothbrush,Stationery,15.72,-1.06,1.43,60.45,394,3.1,1
P4068,Eco-Friendly Notebook,Stationery,19.85,-0.57,1.14,76.1,625,4.3,1
P4069,Biodegradable Phone Case,Personal Care,88.38,-1.45,0.99,76.65,235,3.3,1
P4070,Bamboo Toothbrush,Clothing,7.12,-1.38,1.32,7.65,512,3.6,0
P4071,Reusable Water Bottle,Personal Care,79.71,-0.84,1.17,60.93,227,4.1,1
P4072,Compostable Trash Bags,Clothing,44.57,-1.13,1.34,111.7,987,4.7,1
P4073,Solar Charger,Electronics,81.58,-0.85,1.41,84.41,423,4.4,1
P4074,Reusable Water Bottle,Electronics,76.33,-0.9,1.33,49.74,58,4.5,0
P4075,Biodegradable Phone Case,Personal Care,67.71,-1.17,0.93,48.52,723,3.7,0
P4076,Organic Wool Socks,Personal Care,63.54,-0.71,0.82,104.92,475,3.7,0
P4077,Reusable Water Bottle,Personal Care,28.09,-1.25,1.45,71.06,795,3.1,0
P4078,Solar Charger,Household,64.86,-0.88,1.02,64.9,516,3.1,0
P4079,Organic Cotton T-Shirt,Electronics,21.17,-0.8,1.43,83.17,333,3.4,1
P4080,Recycled Paper Planner,Personal Care,14.51,-1.32,1.09,74.8,881,4.4,1
P4081,Compostable Trash Bags,Stationery,65.61,-0.91,0.87,34.53,781,4.4,1
P4082,Compostable Trash Bags,Electronics,84.25,-1.22,1.21,52.04,124,4.8,0
P4083,Solar Charger,Household,18.53,-0.87,1.36,84.67,730,4.2,1
P4084,Bamboo Toothbrush,Household,28.45,-1.43,1.3,108.2,283,3.6,1
P4085,Solar-Powered Lantern,Household,61.14,-0.54,1.06,105.85,87,3.4,1
P4086,Reusable Water Bottle,Clothing,78.12,-0.84,1.32,84.07,419,4.5,0
P4087,Eco-Friendly Notebook,Electronics,65.85,-1.39,0.88,70.52,441,3.5,1
P4088,Compostable Trash Bags,Electronics,32.74,-0.97,0.98,99.96,372,4.3,1
P4089,Reusable Water Bottle,Stationery,50.75,-0.82,1.09,20.13,674,3.7,1
P4090,Organic Wool Socks,Electronics,85.59,-0.58,1.43,84.02,516,4.7,1
P4091,Solar Charger,Stationery,92.18,-0.85,1.41,15.56,441,3.8,1
P4092,Recycled Paper Planner,Electronics,35.85,-1.1,1.34,20.6,72,3.1,0
P4093,Organic Cotton T-Shirt,Electronics,7.27,-0.93,1.38,81.02,827,4.6,1
P4094,Organic Cotton T-Shirt,Electronics,29.77,-0.73,1.04,103.49,710,4,0
P4095,Organic Cotton T-Shirt,Household,93.7,-1.4,1.47,57.17,164,4.6,1
P4096,Compostable Trash Bags,Household,92.17,-1.23,1.08,13.66,858,4.2,0
P4097,Compostable Trash Bags,Electronics,21.08,-0.67,0.88,9.34,125,3.4,1
P4098,Biodegradable Phone Case,Personal Care,35.35,-0.97,1.26,80.14,300,3.8,0
P4099,Compostable Trash Bags,Stationery,81.67,-1.35,0.87,115.19,864,3.6,0
P4100,Eco-Friendly Notebook,Household,17.96,-1.29,1.31,83.07,887,3.8,1
P4101,Solar Charger,Personal Care,64.08,-0.84,1.46,78.85,128,4,1
P4102,Reusable Water Bottle,Household,29.22,-1.17,1.4,113.95,314,4.9,0
P4103,Bamboo Toothbrush,Personal Care,75.07,-1.24,1.38,90.35,272,4.3,0
P4104,Solar-Powered Lantern,Stationery,57.46,-0.92,1.39,10.14,520,4.7,1
P4105,Organic Cotton T-Shirt,Stationery,59.61,-1.15,0.87,102.42,864,3.2,0
P4106,Organic Cotton T-Shirt,Electronics,86.98,-0.58,1.22,73.29,795,3.8,0
P4107,Reusable Water Bottle,Stationery,84.57,-1.12,0.85,115.77,463,3.3,0
P4108,Reusable Water Bottle,Electronics,62.57,-0.68,0.93,60.14,855,3.1,0
P4109,Biodegradable Phone Case,Stationery,37.81,-1,1.09,97.35,144,3.2,0
P4110,Reusable Water Bottle,Clothing,53.03,-1.08,1.3,15.68,383,3.6,1
P4111,Reusable Water Bottle,Clothing,87.75,-1.4,1.08,18.52,828,4.4,0
P4112,Reusable Water Bottle,Household,60.85,-0.64,1.32,45.87,948,4.9,0
P4113,Solar-Powered Lantern,Personal Care,24.16,-1.16,1.21,78.39,958,3.1,1
P4114,Solar Charger,Clothing,60.99,-0.51,1.19,31.61,247,3.8,0
P4115,Biodegradable Phone Case,Personal Care,45.17,-1,1.1,47.3,751,3.5,0
P4116,Reusable Water Bottle,Personal Care,49.06,-0.64,0.82,76.82,339,3.6,0
P4117,Biodegradable Phone Case,Personal Care,75.34,-0.63,1.26,102.38,908,4.3,1
P4118,Eco-Friendly Notebook,Electronics,51.54,-1.35,0.86,48.4,608,4,0
P4119,Eco-Friendly Notebook,Electronics,9.03,-1.34,1.16,24.37,404,3.8,0
P4120,Solar Charger,Personal Care,89.92,-0.88,1.09,84.11,93,3.1,1
P4121,Reusable Water Bottle,Clothing,81.82,-0.97,0.94,86.13,354,4.2,1
P4122,Compostable Trash Bags,Stationery,41.39,-0.66,0.82,19.42,698,3.1,0
P4123,Eco-Friendly Notebook,Household,34.86,-0.57,1.17,47.49,151,4.3,1
P4124,Biodegradable Phone Case,Clothing,50.14,-0.58,1.28,87.47,954,4.6,1
P4125,Solar Charger,Household,11.42,-1.33,1.03,31.89,351,4.7,1
P4126,Organic Cotton T-Shirt,Clothing,52.34,-1.4,0.97,12.75,571,4.7,1
P4127,Compostable Trash Bags,Household,28.38,-0.73,1.36,110.38,382,3.6,0
P4128,Organic Wool Socks,Electronics,79.13,-1.46,1.23,81.99,663,3.9,0
P4129,Eco-Friendly Notebook,Household,90.36,-0.77,1.42,57.32,367,5,0
P4130,Bamboo Toothbrush,Personal Care,72.65,-0.7,1.2,75.88,520,4.2,0
P4131,Solar-Powered Lantern,Personal Care,94.14,-1.35,1.41,39.5,559,4.4,0
P4132,Bamboo Toothbrush,Personal Care,20.81,-0.56,1,12.31,159,4.6,1
P4133,Solar-Powered Lantern,Personal Care,27.82,-0.62,1.13,44.25,217,4.3,0
P4134,Bamboo Toothbrush,Personal Care,66.18,-0.82,1.27,41.92,791,3.4,1
P4135,Reusable Water Bottle,Household,97.93,-0.5,1.37,5.63,784,4.6,1
P4136,Compostable Trash Bags,Personal Care,14.19,-0.83,1.31,40.68,295,3.4,1
P4137,Recycled Paper Planner,Electronics,80.7,-1.09,0.88,105.81,509,3.1,1
P4138,Reusable Water Bottle,Clothing,59.6,-1.42,0.84,44.38,104,3.2,0
P4139,Bamboo Toothbrush,Household,42.18,-1.26,1.13,47.88,671,3.3,1
P4140,Recycled Paper Planner,Personal Care,42.11,-0.95,1.16,52.37,807,3.2,1
P4141,Reusable Water Bottle,Electronics,45.13,-1.32,1.31,45.75,985,4.5,1
P4142,Eco-Friendly Notebook,Stationery,82.47,-1.1,1.09,103.15,145,4.2,0
P4143,Organic Cotton T-Shirt,Clothing,6.12,-1.47,0.92,58.04,826,3.9,0
P4144,Biodegradable Phone Case,Clothing,16.19,-1.47,1.5,45.1,999,3.9,1
P4145,Bamboo Toothbrush,Stationery,42.81,-0.67,0.85,65.98,240,4,1
P4146,Organic Wool Socks,Personal Care,64.65,-0.98,1.05,66.51,142,3.4,1
P4147,Biodegradable Phone Case,Stationery,26.69,-1.01,1.18,47.86,870,4.3,0
P4148,Recycled Paper Planner,Stationery,81.35,-0.72,1.35,28.09,670,3.1,1
P4149,Eco-Friendly Notebook,Electronics,33.82,-0.53,1.29,19.12,299,3,0
P4150,Compostable Trash Bags,Electronics,75.91,-0.54,1.32,9.17,826,4.4,1
P4151,Recycled Paper Planner,Household,31.77,-1.34,1.29,98.09,365,5,0
P4152,Solar-Powered Lantern,Household,8.04,-1.26,0.83,119.23,677,4.9,0
P4153,Eco-Friendly Notebook,Clothing,93.95,-0.65,1.08,68.36,541,4,0
P4154,Eco-Friendly Notebook,Stationery,24.6,-1.35,1.03,105.73,153,4.8,0
P4155,Organic Cotton T-Shirt,Clothing,95.26,-0.67,1.31,89.48,634,3.1,0
P4156,Recycled Paper Planner,Stationery,78.5,-0.73,1.13,15.42,457,3.5,1
P4157,Recycled Paper Planner,Clothing,63.91,-0.77,1.49,108.62,393,4.8,0
P4158,Solar Charger,Household,70.37,-0.98,0.83,104.24,95,3.2,1
P4159,Solar-Powered Lantern,Stationery,72.58,-1.21,1.19,96.24,414,4.9,1
P4160,Biodegradable Phone Case,Clothing,51.9,-0.86,0.95,73.07,922,4.9,0
P4161,Eco-Friendly Notebook,Electronics,79.79,-0.51,1.39,70.25,755,3.2,1
P4162,Compostable Trash Bags,Personal Care,22.64,-0.87,1.05,5.95,220,4.2,0
P4163,Organic Wool Socks,Electronics,13.73,-1.29,1.37,105.51,384,4.8,0
P4164,Solar-Powered Lantern,Electronics,39.2,-0.91,1.19,48.46,337,3,0
P4165,Organic Wool Socks,Electronics,6.73,-0.75,1.31,91.15,393,4,1
P4166,Eco-Friendly Notebook,Stationery,91.43,-1.42,0.86,11.6,258,3.2,0
P4167,Recycled Paper Planner,Electronics,8.73,-1.45,0.94,46.8,736,4.6,1
P4168,Eco-Friendly Notebook,Stationery,32.95,-1.09,1.02,32.83,245,4.3,0
P4169,Eco-Friendly Notebook,Stationery,7.12,-1.45,1.09,44.38,429,4.1,0
P4170,Eco-Friendly Notebook,Electronics,94.16,-1.08,1.2,108.62,565,3.4,0
P4171,Eco-Friendly Notebook,Personal Care,92.13,-0.72,1.36,101.34,523,4.9,1
P4172,Compostable Trash Bags,Clothing,54.7,-1.47,1.12,57.24,925,3,0
P4173,Solar Charger,Household,98.82,-0.6,1.47,84.46,312,4.9,1
P4174,Organic Cotton T-Shirt,Household,85.42,-1.36,1.23,24.51,297,4.6,0
P4175,Eco-Friendly Notebook,Household,41.76,-0.74,1.18,89.62,476,3.1,1
P4176,Organic Cotton T-Shirt,Electronics,36.66,-0.64,1.01,31.57,842,5,0
P4177,Reusable Water Bottle,Personal Care,37.14,-0.7,1.17,106.49,532,3.2,1
P4178,Solar-Powered Lantern,Household,97.02,-1.13,1.37,45.09,94,4,0
P4179,Bamboo Toothbrush,Stationery,30.33,-1.22,1.3,83.79,963,3.9,0
P4180,Recycled Paper Planner,Household,16.04,-1.23,1.46,56.99,812,4.9,1
P4181,Compostable Trash Bags,Electronics,94.97,-1.12,0.99,110.92,514,4.6,0
P4182,Organic Wool Socks,Clothing,14.06,-1.28,0.81,89.18,372,4,0
P4183,Bamboo Toothbrush,Stationery,65.75,-1.17,1.13,33.25,981,4.9,0
P4184,Reusable Water Bottle,Household,72,-1.39,1.05,63.39,722,4.6,0
P4185,Solar Charger,Personal Care,98.57,-0.69,1.4,67.46,73,4.5,1
P4186,Recycled Paper Planner,Clothing,56.8,-1.17,0.96,103.85,174,3,1
P4187,Eco-Friendly Notebook,Electronics,45.57,-1.49,1.46,8.45,227,4.3,1
P4188,Bamboo Toothbrush,Household,72.51,-0.64,0.98,30.2,545,4.5,1
P4189,Bamboo Toothbrush,Personal Care,21.16,-1.21,1,48.35,540,4.3,0
P4190,Reusable Water Bottle,Personal Care,42.36,-1.12,1.37,41.51,400,3,0
P4191,Recycled Paper Planner,Electronics,13.25,-1.24,0.92,38.79,418,3.4,1
P4192,Biodegradable Phone Case,Personal Care,23.69,-0.7,0.94,74.12,510,4.2,1
P4193,Solar-Powered Lantern,Clothing,66.35,-0.85,1.06,26.19,171,4.6,1
P4194,Biodegradable Phone Case,Household,99.37,-1.42,1.1,52.73,909,4.2,0
P4195,Biodegradable Phone Case,Stationery,80.46,-0.63,1.26,9.24,142,3.8,1
P4196,Organic Wool Socks,Clothing,37.28,-0.53,1.18,73.76,394,4.1,1
P4197,Solar-Powered Lantern,Electronics,42.17,-0.67,1.24,54.98,214,4.9,1
P4198,Organic Cotton T-Shirt,Household,49.4,-1.38,1.21,78.03,57,4.1,1
P4199,Biodegradable Phone Case,Clothing,61.17,-1.32,1.45,8.64,471,4.1,0
P4200,Recycled Paper Planner,Stationery,79.56,-0.94,1.26,29.07,198,4.6,0
P4201,Organic Cotton T-Shirt,Personal Care,92.34,-1.47,1.46,75.45,133,4,1
P4202,Eco-Friendly Notebook,Electronics,53.65,-1.27,1.11,64.52,412,3.1,1
P4203,Reusable Water Bottle,Clothing,10.73,-1.28,1.27,55.99,184,3.7,1
P4204,Bamboo Toothbrush,Personal Care,35.65,-1.31,1.26,71.3,638,4.4,0
P4205,Bamboo Toothbrush,Household,24.75,-0.7,1.4,75.17,423,4.6,1
P4206,Bamboo Toothbrush,Household,66.21,-0.93,1.2,63.08,397,4.4,1
P4207,Organic Cotton T-Shirt,Stationery,53.89,-1.44,0.95,9.41,962,3.2,1
P4208,Bamboo Toothbrush,Stationery,58.33,-1.08,0.9,16.72,757,4.5,1
P4209,Reusable Water Bottle,Electronics,53.49,-1.23,0.96,94.29,612,3.9,1
P4210,Organic Wool Socks,Household,63.91,-1.36,0.85,10.16,489,4.2,0
P4211,Solar-Powered Lantern,Electronics,46.25,-0.91,1.03,38.96,881,3.8,0
P4212,Organic Cotton T-Shirt,Household,94.75,-0.82,0.93,44.97,396,3.1,1
P4213,Recycled Paper Planner,Electronics,51.9,-1.2,1.27,88.39,640,4.2,1
P4214,Recycled Paper Planner,Electronics,37.03,-1.26,1.29,47.49,812,4.8,1
P4215,Eco-Friendly Notebook,Electronics,87.72,-1.13,1.11,45.42,686,4,1
P4216,Compostable Trash Bags,Stationery,83.11,-1.01,0.96,76.7,652,4.6,1
P4217,Bamboo Toothbrush,Personal Care,94.97,-1.09,1.49,7.17,771,4.5,1
P4218,Compostable Trash Bags,Personal Care,65.3,-0.71,1.02,42.01,563,4.2,0
P4219,Eco-Friendly Notebook,Household,58.2,-1.29,1.47,34.86,686,4,1
P4220,Solar Charger,Personal Care,88.4,-0.91,1.17,117.37,249,4.9,1
P4221,Compostable Trash Bags,Household,87.24,-1.1,1.09,52.16,285,3.6,1
P4222,Bamboo Toothbrush,Electronics,23.24,-0.62,1.28,61.72,791,4.1,0
P4223,Compostable Trash Bags,Stationery,95.82,-1.36,1.03,74.92,186,4.3,1
P4224,Reusable Water Bottle,Clothing,74.65,-0.68,1.29,54.73,659,3.2,0
P4225,Biodegradable Phone Case,Personal Care,27.76,-0.82,0.98,21.8,213,4.4,0
P4226,Organic Wool Socks,Electronics,73.45,-0.73,0.93,75.21,99,3.9,0
P4227,Eco-Friendly Notebook,Personal Care,53.98,-0.87,0.93,22.41,464,4.3,1
P4228,Bamboo Toothbrush,Household,11.12,-0.65,0.86,115.94,551,3.7,0
P4229,Biodegradable Phone Case,Electronics,82.3,-1.36,0.87,16.9,663,3.3,1
P4230,Organic Wool Socks,Household,37.27,-1.42,0.87,65.48,240,4.5,1
P4231,Solar Charger,Electronics,33.58,-0.84,1.43,26.73,221,3.6,0
P4232,Biodegradable Phone Case,Household,70.85,-1.38,1.04,40.86,977,4.4,0
P4233,Solar-Powered Lantern,Clothing,95.51,-0.9,1.29,36.22,312,3.8,1
P4234,Biodegradable Phone Case,Household,93.71,-1.14,1.34,66.68,305,3,0
P4235,Reusable Water Bottle,Household,17.74,-1.11,1.17,12.48,615,4.2,0
P4236,Organic Wool Socks,Stationery,26.34,-0.96,1.39,23.9,127,5,0
P4237,Eco-Friendly Notebook,Household,56.12,-1.23,1.15,65.18,960,3.6,1
P4238,Bamboo Toothbrush,Household,57.18,-1.24,0.86,79.4,100,4.6,1
P4239,Recycled Paper Planner,Stationery,26.63,-1.29,0.96,66.35,409,4.5,1
P4240,Eco-Friendly Notebook,Clothing,6.96,-1.04,1.07,51.19,698,4.4,0
P4241,Solar-Powered Lantern,Personal Care,21.05,-0.9,1.12,97.52,272,3.3,0
P4242,Biodegradable Phone Case,Personal Care,37.58,-1.48,1.47,117.27,528,3.3,1
P4243,Bamboo Toothbrush,Personal Care,19.92,-0.96,0.87,8.39,202,3.7,1
P4244,Organic Cotton T-Shirt,Stationery,78.08,-0.86,1.44,15.9,890,4,0
P4245,Organic Wool Socks,Electronics,10.99,-1.16,1.5,51.47,100,3.3,1
P4246,Recycled Paper Planner,Household,90.8,-1.2,0.86,48.47,874,4.5,1
P4247,Reusable Water Bottle,Electronics,72.54,-1.15,1.32,82.54,906,5,0
P4248,Compostable Trash Bags,Electronics,12.21,-1.48,1.27,103.9,381,3.1,1
P4249,Recycled Paper Planner,Stationery,93.82,-1.29,1.43,8.08,139,3.8,1
P4250,Recycled Paper Planner,Household,95.03,-0.98,1.03,12.87,646,3.7,1
P4251,Recycled Paper Planner,Household,13.38,-0.7,1.15,94.31,586,3.8,0
P4252,Eco-Friendly Notebook,Electronics,79.77,-0.82,1.28,8.46,722,4.8,0
P4253,Reusable Water Bottle,Household,94.82,-0.86,0.94,111.22,964,3.4,1
P4254,Biodegradable Phone Case,Clothing,76.12,-0.68,0.94,10.8,426,3.7,1
P4255,Solar-Powered Lantern,Electronics,37.87,-1,1.16,49.25,951,3.7,1
P4256,Organic Cotton T-Shirt,Stationery,45.63,-1.45,0.91,52.91,518,3.4,0
P4257,Biodegradable Phone Case,Household,25.76,-1.13,1.36,22.61,301,4.6,0
P4258,Solar Charger,Clothing,49.33,-0.95,1.35,11.85,906,3.8,1
P4259,Reusable Water Bottle,Personal Care,20.05,-1.26,1.31,82.81,606,4.3,1
P4260,Biodegradable Phone Case,Electronics,30.81,-1.36,1.46,98.85,185,4.6,1
P4261,Bamboo Toothbrush,Stationery,49.18,-0.55,0.83,96.82,819,3.2,1
P4262,Solar Charger,Stationery,62.97,-1.17,1.4,65.22,440,4.6,0
P4263,Solar-Powered Lantern,Personal Care,7.52,-0.95,0.87,112.69,236,5,1
P4264,Organic Cotton T-Shirt,Stationery,14.5,-1,1.48,14.98,73,3.6,0
P4265,Reusable Water Bottle,Stationery,67.04,-0.72,0.82,58.05,815,4.4,1
P4266,Biodegradable Phone Case,Electronics,41.74,-1.34,0.82,99.72,213,3.6,0
P4267,Biodegradable Phone Case,Stationery,73.99,-0.54,1.29,70.21,565,4.4,1
P4268,Solar-Powered Lantern,Stationery,65.3,-1.12,1.29,106.58,211,5,0
P4269,Compostable Trash Bags,Electronics,56.41,-0.99,1.01,83.15,138,4.7,1
P4270,Compostable Trash Bags,Electronics,69.74,-1.13,1.1,13.23,411,3.6,1
P4271,Recycled Paper Planner,Electronics,70.71,-0.65,1.34,54.42,528,4.1,0
P4272,Eco-Friendly Notebook,Household,20.94,-1.36,1.26,107.72,105,4.9,0
P4273,Solar-Powered Lantern,Household,76.06,-0.93,1.4,91.18,454,3.3,0
P4274,Organic Cotton T-Shirt,Stationery,26.83,-1.49,0.85,8.1,882,3.7,0
P4275,Solar Charger,Household,5.54,-0.59,1.09,15.85,405,3.7,1
P4276,Bamboo Toothbrush,Household,81.96,-1.41,1.37,91.31,202,3.5,0
P4277,Bamboo Toothbrush,Stationery,42.78,-0.72,1.44,105.87,106,4.3,0
P4278,Bamboo Toothbrush,Personal Care,32.36,-1.39,1.44,107.92,533,4,0
P4279,Reusable Water Bottle,Electronics,46.49,-0.93,1.26,82.52,61,4.7,1
P4280,Biodegradable Phone Case,Stationery,72.91,-1.37,1.1,104.17,636,4.8,1
P4281,Eco-Friendly Notebook,Clothing,45.97,-0.61,1.33,59.94,272,4.2,1
P4282,Compostable Trash Bags,Stationery,56.42,-1.41,1.39,50.35,504,4.6,1
P4283,Bamboo Toothbrush,Personal Care,15.36,-1.38,1.03,63.31,211,3.5,0
P4284,Organic Cotton T-Shirt,Household,43.47,-0.82,1.38,15.76,266,3.9,0
P4285,Solar Charger,Clothing,62.77,-0.6,1.13,38.39,362,3.4,1
P4286,Compostable Trash Bags,Household,46,-1.32,1.49,40.74,614,3.1,0
P4287,Eco-Friendly Notebook,Clothing,17.94,-1.38,0.92,86.29,183,3.2,1
P4288,Biodegradable Phone Case,Household,67.94,-1.21,1.28,97.83,818,4.9,0
P4289,Reusable Water Bottle,Personal Care,99.6,-0.97,1.38,70.96,110,4.7,0
P4290,Organic Wool Socks,Household,12.51,-1.23,1.35,59.08,142,3.8,1
P4291,Recycled Paper Planner,Clothing,7.11,-0.65,0.99,9.13,649,4.3,1
P4292,Reusable Water Bottle,Stationery,89.16,-0.85,0.94,26.18,419,4.7,0
P4293,Solar-Powered Lantern,Electronics,65.54,-1.24,0.89,45.04,788,4.1,0
P4294,Solar-Powered Lantern,Stationery,5.24,-1.32,1.09,98.09,963,4.1,1
P4295,Compostable Trash Bags,Electronics,47.18,-0.81,1.29,64.3,66,4.1,1
P4296,Reusable Water Bottle,Electronics,89.96,-1.48,1.19,119.73,829,4,1
P4297,Solar Charger,Electronics,19.73,-0.53,0.94,117.06,555,5,0
P4298,Solar Charger,Electronics,27.57,-1.17,1.24,114.59,181,3.6,1
P4299,Compostable Trash Bags,Personal Care,50.58,-0.65,1.01,77.04,884,4.6,1
P4300,Bamboo Toothbrush,Personal Care,52.3,-1.11,1.38,85.2,248,4.4,1
P4301,Biodegradable Phone Case,Personal Care,13.87,-0.52,1.43,99.36,354,3.6,1
P4302,Organic Wool Socks,Stationery,27.88,-0.9,0.85,77.95,924,4.1,1
P4303,Eco-Friendly Notebook,Electronics,53.56,-0.94,0.98,92.76,754,4.8,0
P4304,Biodegradable Phone Case,Clothing,38.02,-0.62,0.84,94.62,579,3.5,0
P4305,Solar Charger,Household,40.19,-0.78,1.13,8.17,512,4.4,1
P4306,Organic Wool Socks,Personal Care,38.89,-0.57,1.01,101.35,76,3.5,1
P4307,Recycled Paper Planner,Personal Care,40.84,-0.75,0.82,97.64,421,3.2,0
P4308,Solar-Powered Lantern,Clothing,18.05,-0.82,0.82,66.04,464,4.8,1
P4309,Organic Wool Socks,Clothing,80.48,-1.16,1.2,7.18,285,4.3,1
P4310,Eco-Friendly Notebook,Household,42.28,-0.89,1.3,114.76,191,4.4,1
P4311,Solar-Powered Lantern,Household,87.94,-1.46,1.37,71.78,896,3.1,0
P4312,Recycled Paper Planner,Stationery,44,-1.07,1.28,108.54,281,3,1
P4313,Solar-Powered Lantern,Personal Care,62,-1,1.26,18.48,941,4.6,0
P4314,Recycled Paper Planner,Clothing,41.05,-0.76,1.04,65.91,632,5,1
P4315,Eco-Friendly Notebook,Clothing,66.99,-0.54,0.91,60.16,981,3.3,0
P4316,Solar Charger,Electronics,25.43,-1.47,1.32,101.93,402,3.8,1
P4317,Organic Wool Socks,Household,19.05,-0.51,0.85,93.94,901,4.9,0
P4318,Eco-Friendly Notebook,Stationery,24.58,-1.13,1.13,59.61,454,3.4,0
P4319,Bamboo Toothbrush,Electronics,83.01,-1.1,0.8,52.12,911,4.9,1
P4320,Eco-Friendly Notebook,Stationery,64.19,-1.31,1.26,68.12,308,4.9,0
P4321,Biodegradable Phone Case,Personal Care,28.77,-1.11,1.35,106.7,995,3.1,1
P4322,Reusable Water Bottle,Stationery,99.99,-0.75,0.85,51.01,254,4.1,0
P4323,Reusable Water Bottle,Household,10.13,-0.75,1.25,65.22,620,3.6,0
P4324,Bamboo Toothbrush,Electronics,13.18,-0.79,1.02,50.15,862,4.8,1
P4325,Biodegradable Phone Case,Household,81.27,-0.62,0.8,93.76,781,4.6,0
P4326,Solar-Powered Lantern,Electronics,99.43,-1.48,1.09,44.23,748,4.2,1
P4327,Solar-Powered Lantern,Personal Care,33.63,-1.08,0.88,110.38,886,3.7,0
P4328,Compostable Trash Bags,Household,57.9,-1.28,0.95,70.2,517,4,0
P4329,Solar-Powered Lantern,Personal Care,72.96,-0.6,1.04,50.54,573,3.1,1
P4330,Compostable Trash Bags,Electronics,95.43,-1.3,1.13,100.23,470,4.3,1
P4331,Biodegradable Phone Case,Electronics,68.14,-0.67,0.9,83.86,345,3.8,0
P4332,Solar-Powered Lantern,Electronics,85.54,-0.92,1.44,115.39,600,3.6,1
