Product_ID,Product_Name,Category,Base_Price,Demand_Elasticity,Seasonal_Factor,Competitor_Price,Inventory_Level,Customer_Rating,Green_Certification,Profit_Margin,Inventory_Risk,Adjusted_Elasticity,Competitor_Price_Difference,Green_Certification_Label
P3987,Eco-Friendly Notebook,Household,81.19,-0.59,0.97,97.39,788,3.1,1,0.166341513502413,10.00580285774872,-1.829,16.200000000000003,Certified
P3988,Bamboo Toothbrush,Electronics,72.66,-1.21,0.83,80.67,721,3.0,1,0.09929341762737083,11.955335794043226,-3.63,8.010000000000005,Certified
P3989,Recycled Paper Planner,Electronics,57.77,-1.06,1.46,46.05,550,3.1,0,-0.25450597176981554,6.5208988881274585,-3.2860000000000005,-11.720000000000006,Non-Certified
P3990,Solar-Powered Lantern,Household,46.48,-0.97,0.82,18.69,430,4.6,0,-1.48689138576779,11.282062046093783,-4.462,-27.789999999999996,Non-Certified
P3991,Solar-Powered Lantern,Stationery,18.39,-1.43,1.45,74.91,861,3.2,1,0.7545054064877853,32.28891263992799,-4.576,56.519999999999996,Certified
P3992,Biodegradable Phone Case,Electronics,39.17,-1.45,1.17,49.4,518,3.9,1,0.20708502024291492,11.302911481619677,-5.654999999999999,10.229999999999997,Certified
P3993,Organic Cotton T-Shirt,Stationery,78.63,-1.29,0.83,111.42,723,4.1,1,0.2942918686052774,11.078269583484646,-5.289,32.790000000000006,Certified
P3995,Organic Cotton T-Shirt,Personal Care,62.14,-0.66,0.94,87.67,132,3.4,0,0.29120565757955974,2.2598251032329193,-2.244,25.53,Non-Certified
P3996,Biodegradable Phone Case,Stationery,61.21,-0.8,1.31,77.22,212,4.0,0,0.20732970732970732,2.6438827163650105,-3.2,16.009999999999998,Non-Certified
P3997,Compostable Trash Bags,Electronics,57.37,-0.8,0.92,18.8,513,4.8,1,-2.0515957446808506,9.719517093466514,-3.84,-38.56999999999999,Certified
P3998,Eco-Friendly Notebook,Personal Care,71.78,-1.11,0.84,80.81,493,4.5,0,0.11174359608959289,8.176438588809722,-4.995,9.030000000000001,Non-Certified
P4000,Recycled Paper Planner,Electronics,65.16,-1.43,0.89,93.18,972,3.9,0,0.30070830650354163,16.760816934632814,-5.577,28.02000000000001,Non-Certified
P4001,Eco-Friendly Notebook,Personal Care,51.58,-0.53,0.91,91.22,547,4.2,1,0.43455382591536945,11.653720455581642,-2.2260000000000004,39.64,Certified
P4003,Recycled Paper Planner,Household,52.51,-0.68,1.43,26.1,697,4.6,0,-1.0118773946360151,9.282281230481574,-3.128,-26.409999999999997,Non-Certified
P4004,Organic Wool Socks,Electronics,95.42,-1.32,0.88,89.33,304,5.0,0,-0.06817418560394048,3.620357843791086,-6.6000000000000005,-6.090000000000003,Non-Certified
P4005,Solar-Powered Lantern,Stationery,92.39,-0.94,0.88,75.38,965,3.4,0,-0.22565667285752197,11.869151521711322,-3.1959999999999997,-17.010000000000005,Non-Certified
P4006,Solar-Powered Lantern,Stationery,97.35,-0.9,1.45,32.47,232,4.5,0,-1.9981521404373266,1.6435541859270673,-4.05,-64.88,Non-Certified
P4007,Eco-Friendly Notebook,Personal Care,64.33,-1.43,1.37,42.31,199,4.0,0,-0.5204443393996689,2.2579741093199863,-5.72,-22.019999999999996,Non-Certified
P4008,Recycled Paper Planner,Household,65.87,-1.01,0.83,100.33,782,4.8,1,0.34346656035084216,14.303456424757783,-4.848,34.459999999999994,Certified
P4009,Eco-Friendly Notebook,Household,68.05,-0.87,1.26,67.8,294,3.1,0,-0.003687315634218289,3.4288513348028413,-2.697,-0.25,Non-Certified
P4010,Compostable Trash Bags,Personal Care,78.23,-1.42,1.29,118.6,826,3.3,0,0.3403878583473861,8.18496839472555,-4.686,40.36999999999999,Non-Certified
P4011,Solar-Powered Lantern,Electronics,30.88,-1.16,0.89,50.02,275,4.6,0,0.3826469412235107,10.006112825289632,-5.335999999999999,19.140000000000004,Non-Certified
P4012,Reusable Water Bottle,Personal Care,72.72,-0.98,1.0,66.18,706,3.2,1,-0.09882139619220295,9.708470847084708,-3.136,-6.539999999999992,Certified
P4013,Solar Charger,Stationery,43.31,-0.59,1.33,56.76,804,4.8,1,0.23696264975334735,13.957775991583668,-2.832,13.449999999999996,Certified
P4015,Bamboo Toothbrush,Electronics,95.16,-0.55,0.8,30.17,877,3.9,0,-2.154126615843553,11.520071458596048,-2.145,-64.99,Non-Certified
P4016,Organic Cotton T-Shirt,Stationery,65.31,-1.09,0.95,114.78,501,3.2,0,0.4309984317825405,8.07484950317917,-3.4880000000000004,49.47,Non-Certified
P4017,Biodegradable Phone Case,Household,94.28,-0.89,0.97,111.29,506,4.5,0,0.1528439212867284,5.532981380314833,-4.005,17.010000000000005,Non-Certified
P4018,Solar-Powered Lantern,Electronics,9.54,-0.99,1.13,69.26,100,3.2,1,0.862258157666763,9.276265746461105,-3.168,59.720000000000006,Certified
P4019,Organic Wool Socks,Electronics,53.01,-1.35,1.39,64.4,73,4.3,1,0.1768633540372672,0.9907184608849424,-5.805,11.390000000000008,Certified
P4020,Organic Cotton T-Shirt,Electronics,40.1,-0.58,1.0,29.52,447,3.6,0,-0.3584010840108402,11.147132169576059,-2.088,-10.580000000000002,Non-Certified
P4021,Organic Wool Socks,Personal Care,13.92,-0.97,1.12,30.09,281,4.6,0,0.5373878364905285,18.02391215106732,-4.462,16.17,Non-Certified
P4022,Compostable Trash Bags,Personal Care,81.34,-0.61,1.2,52.82,71,3.6,1,-0.5399469897765998,0.7273993934923366,-2.196,-28.520000000000003,Certified
P4023,Reusable Water Bottle,Stationery,78.79,-0.7,1.21,87.99,172,3.1,0,0.10455733606091588,1.8041472310011233,-2.17,9.199999999999989,Non-Certified
P4024,Eco-Friendly Notebook,Electronics,41.39,-0.76,1.37,60.33,284,4.7,0,0.3139399966848997,5.008438513481341,-3.572,18.939999999999998,Non-Certified
P4025,Solar-Powered Lantern,Stationery,83.47,-0.72,1.3,77.52,279,4.8,1,-0.07675438596491233,2.5711679000285685,-3.456,-5.950000000000003,Certified
P4026,Solar-Powered Lantern,Personal Care,66.93,-0.87,1.38,35.09,69,3.3,1,-0.9073810202336848,0.747049155834454,-2.871,-31.840000000000003,Certified
P4027,Biodegradable Phone Case,Personal Care,82.59,-1.49,1.32,102.55,69,4.5,0,0.19463676255485124,0.6329183590353222,-6.705,19.959999999999994,Non-Certified
P4029,Reusable Water Bottle,Personal Care,76.41,-0.77,1.47,34.44,642,4.8,1,-1.2186411149825784,5.7156745697886535,-3.6959999999999997,-41.97,Certified
P4030,Solar-Powered Lantern,Household,42.49,-1.0,1.38,47.27,838,3.1,1,0.10112121853183839,14.291512751508455,-3.1,4.780000000000001,Certified
P4032,Solar-Powered Lantern,Electronics,21.45,-0.71,0.98,84.22,360,3.5,0,0.7453099026359534,17.1257314114457,-2.485,62.769999999999996,Non-Certified
P4033,Bamboo Toothbrush,Stationery,99.13,-1.14,1.49,79.74,607,4.9,0,-0.2431652871833459,4.109578839257243,-5.586,-19.39,Non-Certified
P4034,Solar-Powered Lantern,Personal Care,34.4,-1.3,1.49,15.53,255,4.1,1,-1.215067611075338,4.975027313875449,-5.33,-18.869999999999997,Certified
P4035,Bamboo Toothbrush,Household,91.84,-1.24,1.04,115.84,578,3.7,1,0.20718232044198895,6.051494237469846,-4.588,24.0,Certified
P4036,Organic Wool Socks,Electronics,93.29,-1.1,1.28,32.24,378,3.1,0,-1.8936104218362284,3.1655322113838564,-3.4100000000000006,-61.050000000000004,Non-Certified
P4037,Solar-Powered Lantern,Stationery,39.04,-0.87,1.11,111.5,404,3.5,0,0.649865470852018,9.322847437601535,-3.045,72.46000000000001,Non-Certified
P4038,Compostable Trash Bags,Electronics,82.27,-1.14,1.24,26.01,82,3.1,0,-2.163014225297962,0.8038049381070198,-3.534,-56.25999999999999,Non-Certified
P4039,Solar Charger,Clothing,20.22,-1.36,0.9,119.32,416,3.7,1,0.8305397251089507,22.85965490713265,-5.032000000000001,99.1,Certified
P4040,Solar-Powered Lantern,Electronics,71.29,-1.2,1.33,96.19,147,4.2,0,0.2588626676369684,1.5503761507851546,-5.04,24.89999999999999,Non-Certified
P4042,Organic Cotton T-Shirt,Personal Care,86.69,-1.16,1.17,111.08,974,3.5,0,0.21957148001440405,9.602937276256,-4.06,24.39,Non-Certified
P4043,Eco-Friendly Notebook,Stationery,68.47,-1.37,0.82,61.07,711,3.8,0,-0.1211724250859669,12.663548572100298,-5.206,-7.399999999999999,Non-Certified
P4044,Organic Wool Socks,Stationery,90.42,-0.92,1.36,70.04,713,4.7,0,-0.29097658480868066,5.7981055726869375,-4.324000000000001,-20.379999999999995,Non-Certified
P4045,Organic Wool Socks,Household,89.53,-1.3,1.25,75.01,202,3.1,0,-0.19357419010798554,1.8049815704233219,-4.03,-14.519999999999996,Non-Certified
P4046,Biodegradable Phone Case,Stationery,65.13,-0.97,1.35,38.41,594,4.9,0,-0.6956521739130435,6.75571933056963,-4.753,-26.72,Non-Certified
P4047,Reusable Water Bottle,Household,76.28,-1.34,1.01,99.87,155,3.6,0,0.23620706918994697,2.0118687275124993,-4.824000000000001,23.590000000000003,Non-Certified
P4048,Compostable Trash Bags,Personal Care,34.94,-1.07,0.92,76.42,386,4.5,1,0.5427898455901596,12.008163062143801,-4.815,41.480000000000004,Certified
P4049,Recycled Paper Planner,Stationery,43.9,-1.22,1.25,37.06,245,4.6,0,-0.18456556934700474,4.4646924829157175,-5.611999999999999,-6.839999999999996,Non-Certified
P4050,Recycled Paper Planner,Electronics,61.88,-1.44,1.03,21.99,364,3.6,1,-1.8140063665302413,5.711022272986864,-5.184,-39.89,Certified
P4051,Reusable Water Bottle,Stationery,15.68,-1.05,1.47,33.93,552,4.9,0,0.5378720895962276,23.94835485214494,-5.1450000000000005,18.25,Non-Certified
P4052,Biodegradable Phone Case,Electronics,38.92,-0.93,1.08,48.08,416,3.8,1,0.1905158069883527,9.896844429218529,-3.534,9.159999999999997,Certified
P4053,Biodegradable Phone Case,Stationery,84.6,-0.66,0.9,116.65,673,4.2,0,0.27475353621946,8.838980824796428,-2.7720000000000002,32.05000000000001,Non-Certified
P4054,Eco-Friendly Notebook,Electronics,80.32,-1.25,1.14,97.53,248,4.6,0,0.17645852558187233,2.7084643880617882,-5.75,17.210000000000008,Non-Certified
P4055,Organic Wool Socks,Clothing,86.97,-1.25,1.46,110.9,601,3.8,0,0.21577998196573495,4.733170468166476,-4.75,23.930000000000007,Non-Certified
P4056,Biodegradable Phone Case,Personal Care,81.82,-1.2,1.05,66.05,246,3.8,1,-0.23875851627554878,2.863428431749136,-4.56,-15.769999999999996,Certified
P4057,Organic Cotton T-Shirt,Household,86.36,-0.57,0.89,41.42,329,3.5,1,-1.084983099951714,4.280487741411703,-1.9949999999999999,-44.94,Certified
P4058,Eco-Friendly Notebook,Personal Care,46.1,-0.56,1.2,69.13,437,3.4,0,0.33314046000289305,7.899493853940709,-1.9040000000000001,23.029999999999994,Non-Certified
P4060,Compostable Trash Bags,Personal Care,35.95,-1.1,1.19,114.95,940,5.0,0,0.6872553284036538,21.972627715898597,-5.5,79.0,Non-Certified
P4061,Biodegradable Phone Case,Clothing,64.16,-1.26,0.95,99.95,137,3.0,1,0.35807903951975995,2.2476702979393623,-3.7800000000000002,35.790000000000006,Certified
P4064,Reusable Water Bottle,Household,34.09,-1.0,1.08,16.31,802,4.2,1,-1.0901287553648071,21.78329693730104,-4.2,-17.780000000000005,Certified
P4065,Organic Cotton T-Shirt,Stationery,57.1,-1.04,1.27,50.52,877,4.3,1,-0.13024544734758509,12.093715956258533,-4.4719999999999995,-6.579999999999998,Certified
P4067,Bamboo Toothbrush,Stationery,15.72,-1.06,1.43,60.45,394,3.1,1,0.7399503722084367,17.527002259826688,-3.2860000000000005,44.730000000000004,Certified
P4068,Eco-Friendly Notebook,Stationery,19.85,-0.57,1.14,76.1,625,4.3,1,0.7391590013140604,27.619426399752527,-2.4509999999999996,56.24999999999999,Certified
P4069,Biodegradable Phone Case,Personal Care,88.38,-1.45,0.99,76.65,235,3.3,1,-0.1530332681017611,2.685830927514566,-4.784999999999999,-11.72999999999999,Certified
P4071,Reusable Water Bottle,Personal Care,79.71,-0.84,1.17,60.93,227,4.1,1,-0.30822255046774977,2.434037059554561,-3.4439999999999995,-18.779999999999994,Certified
P4072,Compostable Trash Bags,Clothing,44.57,-1.13,1.34,111.7,987,4.7,1,0.6009847806624887,16.526075032064266,-5.311,67.13,Certified
P4073,Solar Charger,Electronics,81.58,-0.85,1.41,84.41,423,4.4,1,0.03352683331358842,3.677371904878647,-3.74,2.8299999999999983,Certified
P4074,Reusable Water Bottle,Electronics,76.33,-0.9,1.33,49.74,58,4.5,0,-0.5345798150381985,0.5713221872971437,-4.05,-26.589999999999996,Non-Certified
P4075,Biodegradable Phone Case,Personal Care,67.71,-1.17,0.93,48.52,723,3.7,0,-0.3955070074196206,11.481603231999848,-4.329,-19.18999999999999,Non-Certified
P4076,Organic Wool Socks,Personal Care,63.54,-0.71,0.82,104.92,475,3.7,0,0.394395730080061,9.11659258235642,-2.627,41.38,Non-Certified
P4077,Reusable Water Bottle,Personal Care,28.09,-1.25,1.45,71.06,795,3.1,0,0.6047002533070645,19.518542615484712,-3.875,42.97,Non-Certified
P4078,Solar Charger,Household,64.86,-0.88,1.02,64.9,516,3.1,0,0.0006163328197227465,7.799604578186501,-2.728,0.04000000000000625,Non-Certified
P4079,Organic Cotton T-Shirt,Electronics,21.17,-0.8,1.43,83.17,333,3.4,1,0.7454611037633762,10.999864566232068,-2.72,62.0,Certified
P4081,Compostable Trash Bags,Stationery,65.61,-0.91,0.87,34.53,781,4.4,1,-0.9000868809730668,13.682383012121434,-4.0040000000000004,-31.08,Certified
P4082,Compostable Trash Bags,Electronics,84.25,-1.22,1.21,52.04,124,4.8,0,-0.6189469638739431,1.2163719743973318,-5.856,-32.21,Non-Certified
P4083,Solar Charger,Household,18.53,-0.87,1.36,84.67,730,4.2,1,0.7811503484114799,28.967334370337444,-3.654,66.14,Certified
P4084,Bamboo Toothbrush,Household,28.45,-1.43,1.3,108.2,283,3.6,1,0.7370609981515711,7.651750709747195,-5.148,79.75,Certified
P4085,Solar-Powered Lantern,Household,61.14,-0.54,1.06,105.85,87,3.4,1,0.42239017477562585,1.3424185753698594,-1.836,44.709999999999994,Certified
P4086,Reusable Water Bottle,Clothing,78.12,-0.84,1.32,84.07,419,4.5,0,0.07077435470441286,4.063290353612934,-3.78,5.949999999999989,Non-Certified
P4087,Eco-Friendly Notebook,Electronics,65.85,-1.39,0.88,70.52,441,3.5,1,0.06622234826999436,7.6102712776972465,-4.864999999999999,4.670000000000002,Certified
P4088,Compostable Trash Bags,Electronics,32.74,-0.97,0.98,99.96,372,4.3,1,0.672468987595038,11.594130627205066,-4.170999999999999,67.22,Certified
P4089,Reusable Water Bottle,Stationery,50.75,-0.82,1.09,20.13,674,3.7,1,-1.5211127670144065,12.184209337009083,-3.034,-30.62,Certified
P4090,Organic Wool Socks,Electronics,85.59,-0.58,1.43,84.02,516,4.7,1,-0.018686027136396183,4.21590326953103,-2.726,-1.5700000000000074,Certified
P4092,Recycled Paper Planner,Electronics,35.85,-1.1,1.34,20.6,72,3.1,0,-0.7402912621359223,1.4987822394304626,-3.4100000000000006,-15.25,Non-Certified
P4094,Organic Cotton T-Shirt,Electronics,29.77,-0.73,1.04,103.49,710,4.0,0,0.7123393564595614,22.932223973540736,-2.92,73.72,Non-Certified
P4095,Organic Cotton T-Shirt,Household,93.7,-1.4,1.47,57.17,164,4.6,1,-0.6389714885429421,1.1906576931733206,-6.4399999999999995,-36.53,Certified
P4097,Compostable Trash Bags,Electronics,21.08,-0.67,0.88,9.34,125,3.4,1,-1.2569593147751605,6.73839917198551,-2.278,-11.739999999999998,Certified
P4098,Biodegradable Phone Case,Personal Care,35.35,-0.97,1.26,80.14,300,3.8,0,0.5588969303718493,6.735367414292449,-3.686,44.79,Non-Certified
P4099,Compostable Trash Bags,Stationery,81.67,-1.35,0.87,115.19,864,3.6,0,0.29099748242034895,12.159954062395762,-4.86,33.519999999999996,Non-Certified
P4101,Solar Charger,Personal Care,64.08,-0.84,1.46,78.85,128,4.0,1,0.18731769181991118,1.3681528226702924,-3.36,14.769999999999996,Certified
P4102,Reusable Water Bottle,Household,29.22,-1.17,1.4,113.95,314,4.9,0,0.7435717419921019,7.675760242495357,-5.733,84.73,Non-Certified
P4103,Bamboo Toothbrush,Personal Care,75.07,-1.24,1.38,90.35,272,4.3,0,0.169120088544549,2.62556879279822,-5.332,15.280000000000001,Non-Certified
P4105,Organic Cotton T-Shirt,Stationery,59.61,-1.15,0.87,102.42,864,3.2,0,0.41798476859988287,16.66001423042882,-3.6799999999999997,42.81,Non-Certified
P4106,Organic Cotton T-Shirt,Electronics,86.98,-0.58,1.22,73.29,795,3.8,0,-0.18679219538818387,7.491829665006842,-2.2039999999999997,-13.689999999999998,Non-Certified
P4107,Reusable Water Bottle,Stationery,84.57,-1.12,0.85,115.77,463,3.3,0,0.26949987043275464,6.440887813089054,-3.696,31.200000000000003,Non-Certified
P4108,Reusable Water Bottle,Electronics,62.57,-0.68,0.93,60.14,855,3.1,0,-0.0404057199866977,14.6932210118216,-2.108,-2.4299999999999997,Non-Certified
P4109,Biodegradable Phone Case,Stationery,37.81,-1.0,1.09,97.35,144,3.2,0,0.6116076014381099,3.494051619759832,-3.2,59.53999999999999,Non-Certified
P4112,Reusable Water Bottle,Household,60.85,-0.64,1.32,45.87,948,4.9,0,-0.32657510355352093,11.802494957794876,-3.136,-14.980000000000004,Non-Certified
P4113,Solar-Powered Lantern,Personal Care,24.16,-1.16,1.21,78.39,958,3.1,1,0.6917974231407068,32.77051064528488,-3.5959999999999996,54.230000000000004,Certified
P4114,Solar Charger,Clothing,60.99,-0.51,1.19,31.61,247,3.8,0,-0.9294527048402406,3.4032304510589286,-1.938,-29.380000000000003,Non-Certified
P4115,Biodegradable Phone Case,Personal Care,45.17,-1.0,1.1,47.3,751,3.5,0,0.04503171247357284,15.11461750558496,-3.5,2.1299999999999955,Non-Certified
P4116,Reusable Water Bottle,Personal Care,49.06,-0.64,0.82,76.82,339,3.6,0,0.3613642280656078,8.426714923488412,-2.3040000000000003,27.75999999999999,Non-Certified
P4117,Biodegradable Phone Case,Personal Care,75.34,-0.63,1.26,102.38,908,4.3,1,0.26411408478218396,9.56510380455164,-2.709,27.039999999999992,Certified
P4118,Eco-Friendly Notebook,Electronics,51.54,-1.35,0.86,48.4,608,4.0,0,-0.06487603305785125,13.717049751378473,-5.4,-3.1400000000000006,Non-Certified
P4120,Solar Charger,Personal Care,89.92,-0.88,1.09,84.11,93,3.1,1,-0.06907620972535967,0.948855659668941,-2.728,-5.810000000000002,Certified
P4121,Reusable Water Bottle,Clothing,81.82,-0.97,0.94,86.13,354,4.2,1,0.05004063624753283,4.602734596441592,-4.074,4.310000000000002,Certified
P4122,Compostable Trash Bags,Stationery,41.39,-0.66,0.82,19.42,698,3.1,0,-1.1313079299691038,20.565825373160717,-2.0460000000000003,-21.97,Non-Certified
P4123,Eco-Friendly Notebook,Household,34.86,-0.57,1.17,47.49,151,4.3,1,0.2659507264687303,3.702232617895269,-2.4509999999999996,12.630000000000003,Certified
P4124,Biodegradable Phone Case,Clothing,50.14,-0.58,1.28,87.47,954,4.6,1,0.4267748942494569,14.864629038691662,-2.6679999999999997,37.33,Certified
P4125,Solar Charger,Household,11.42,-1.33,1.03,31.89,351,4.7,1,0.6418940106616494,29.840341421114378,-6.251,20.47,Certified
P4127,Compostable Trash Bags,Household,28.38,-0.73,1.36,110.38,382,3.6,0,0.7428882043848524,9.89719354972433,-2.628,82.0,Non-Certified
P4128,Organic Wool Socks,Electronics,79.13,-1.46,1.23,81.99,663,3.9,0,0.034882302719843876,6.811884117830184,-5.694,2.8599999999999994,Non-Certified
P4129,Eco-Friendly Notebook,Household,90.36,-0.77,1.42,57.32,367,5.0,0,-0.5764131193300768,2.860233557164145,-3.85,-33.04,Non-Certified
P4130,Bamboo Toothbrush,Personal Care,72.65,-0.7,1.2,75.88,520,4.2,0,0.04256721138639945,5.964670796054141,-2.94,3.2299999999999898,Non-Certified
P4131,Solar-Powered Lantern,Personal Care,94.14,-1.35,1.41,39.5,559,4.4,0,-1.3832911392405063,4.211322505940301,-5.940000000000001,-54.64,Non-Certified
P4132,Bamboo Toothbrush,Personal Care,20.81,-0.56,1.0,12.31,159,4.6,1,-0.6904955320877334,7.640557424315234,-2.576,-8.499999999999998,Certified
P4133,Solar-Powered Lantern,Personal Care,27.82,-0.62,1.13,44.25,217,4.3,0,0.3712994350282486,6.902782107479817,-2.666,16.43,Non-Certified
P4134,Bamboo Toothbrush,Personal Care,66.18,-0.82,1.27,41.92,791,3.4,1,-0.5787213740458016,9.411221602739367,-2.788,-24.260000000000005,Certified
P4136,Compostable Trash Bags,Personal Care,14.19,-0.83,1.31,40.68,295,3.4,1,0.65117994100295,15.869685672632594,-2.8219999999999996,26.490000000000002,Certified
P4137,Recycled Paper Planner,Electronics,80.7,-1.09,0.88,105.81,509,3.1,1,0.23731216331159624,7.167398896023431,-3.3790000000000004,25.11,Certified
P4138,Reusable Water Bottle,Clothing,59.6,-1.42,0.84,44.38,104,3.2,0,-0.34294727354664256,2.0773410035155,-4.544,-15.219999999999999,Non-Certified
P4139,Bamboo Toothbrush,Household,42.18,-1.26,1.13,47.88,671,3.3,1,0.1190476190476191,14.07788785525162,-4.1579999999999995,5.700000000000003,Certified
P4140,Recycled Paper Planner,Personal Care,42.11,-0.95,1.16,52.37,807,3.2,1,0.1959136910444911,16.52077072363842,-3.04,10.259999999999998,Certified
P4141,Reusable Water Bottle,Electronics,45.13,-1.32,1.31,45.75,985,4.5,1,0.013551912568305955,16.660943872071012,-5.94,0.6199999999999974,Certified
P4142,Eco-Friendly Notebook,Stationery,82.47,-1.1,1.09,103.15,145,4.2,0,0.2004847309743093,1.6130413839672586,-4.620000000000001,20.680000000000007,Non-Certified
P4145,Bamboo Toothbrush,Stationery,42.81,-0.67,0.85,65.98,240,4.0,1,0.3511670203091846,6.59549033348448,-2.68,23.17,Certified
P4146,Organic Wool Socks,Personal Care,64.65,-0.98,1.05,66.51,142,3.4,1,0.0279657194406856,2.091849887673553,-3.332,1.8599999999999994,Certified
P4147,Biodegradable Phone Case,Stationery,26.69,-1.01,1.18,47.86,870,4.3,0,0.4423318010865023,27.62413396752418,-4.343,21.169999999999998,Non-Certified
P4148,Recycled Paper Planner,Stationery,81.35,-0.72,1.35,28.09,670,3.1,1,-1.8960484158063364,6.100753488583851,-2.2319999999999998,-53.25999999999999,Certified
P4149,Eco-Friendly Notebook,Electronics,33.82,-0.53,1.29,19.12,299,3.0,0,-0.7688284518828451,6.853428318640867,-1.59,-14.7,Non-Certified
P4151,Recycled Paper Planner,Household,31.77,-1.34,1.29,98.09,365,5.0,0,0.6761137730655521,8.906066617378299,-6.7,66.32000000000001,Non-Certified
P4153,Eco-Friendly Notebook,Clothing,93.95,-0.65,1.08,68.36,541,4.0,0,-0.37434172030427154,5.331835294581436,-2.6,-25.590000000000003,Non-Certified
P4154,Eco-Friendly Notebook,Stationery,24.6,-1.35,1.03,105.73,153,4.8,0,0.7673318830984582,6.038361354487331,-6.48,81.13,Non-Certified
P4155,Organic Cotton T-Shirt,Clothing,95.26,-0.67,1.31,89.48,634,3.1,0,-0.06459544032185964,5.08051087181246,-2.0770000000000004,-5.780000000000001,Non-Certified
P4157,Recycled Paper Planner,Clothing,63.91,-0.77,1.49,108.62,393,4.8,0,0.4116184864665808,4.127028465995071,-3.6959999999999997,44.71000000000001,Non-Certified
P4158,Solar Charger,Household,70.37,-0.98,0.83,104.24,95,3.2,1,0.3249232540291634,1.6265145846994629,-3.136,33.86999999999999,Certified
P4159,Solar-Powered Lantern,Stationery,72.58,-1.21,1.19,96.24,414,4.9,1,0.24584372402327512,4.793319918212532,-5.929,23.659999999999997,Certified
P4160,Biodegradable Phone Case,Clothing,51.9,-0.86,0.95,73.07,922,4.9,0,0.2897221842069248,18.699929013284656,-4.214,21.169999999999995,Non-Certified
P4161,Eco-Friendly Notebook,Electronics,79.79,-0.51,1.39,70.25,755,3.2,1,-0.13580071174377234,6.807437869731786,-1.6320000000000001,-9.540000000000006,Certified
P4163,Organic Wool Socks,Electronics,13.73,-1.29,1.37,105.51,384,4.8,0,0.8698701544877262,20.41456451587179,-6.192,91.78,Non-Certified
P4164,Solar-Powered Lantern,Electronics,39.2,-0.91,1.19,48.46,337,3.0,0,0.19108543128353275,7.22431829874807,-2.73,9.259999999999998,Non-Certified
P4168,Eco-Friendly Notebook,Stationery,32.95,-1.09,1.02,32.83,245,4.3,0,-0.0036551934206519817,7.289714064685054,-4.687,-0.12000000000000455,Non-Certified
P4170,Eco-Friendly Notebook,Electronics,94.16,-1.08,1.2,108.62,565,3.4,0,0.13312465475971283,5.000354007363353,-3.672,14.460000000000008,Non-Certified
P4171,Eco-Friendly Notebook,Personal Care,92.13,-0.72,1.36,101.34,523,4.9,1,0.09088217880402613,4.174089042976357,-3.528,9.210000000000008,Certified
P4172,Compostable Trash Bags,Clothing,54.7,-1.47,1.12,57.24,925,3.0,0,0.04437456324248775,15.098589710107076,-4.41,2.539999999999999,Non-Certified
P4173,Solar Charger,Household,98.82,-0.6,1.47,84.46,312,4.9,1,-0.17002131186360409,2.1477929362394623,-2.94,-14.36,Certified
P4175,Eco-Friendly Notebook,Household,41.76,-0.74,1.18,89.62,476,3.1,1,0.5340325820129436,9.659718163517113,-2.294,47.86000000000001,Certified
P4176,Organic Cotton T-Shirt,Electronics,36.66,-0.64,1.01,31.57,842,5.0,0,-0.16122901488755134,22.74040824704402,-3.2,-5.089999999999996,Non-Certified
P4177,Reusable Water Bottle,Personal Care,37.14,-0.7,1.17,106.49,532,3.2,1,0.6512348577331205,12.242887848703681,-2.2399999999999998,69.35,Certified
P4178,Solar-Powered Lantern,Household,97.02,-1.13,1.37,45.09,94,4.0,0,-1.151696606786427,0.7072061295210408,-4.52,-51.92999999999999,Non-Certified
P4179,Bamboo Toothbrush,Stationery,30.33,-1.22,1.3,83.79,963,3.9,0,0.6380236305048336,24.42364756904816,-4.758,53.46000000000001,Non-Certified
P4180,Recycled Paper Planner,Household,16.04,-1.23,1.46,56.99,812,4.9,1,0.7185471135286893,34.67358999760872,-6.027,40.95,Certified
P4181,Compostable Trash Bags,Electronics,94.97,-1.12,0.99,110.92,514,4.6,0,0.14379733141002526,5.466904487647881,-5.152,15.950000000000003,Non-Certified
P4182,Organic Wool Socks,Clothing,14.06,-1.28,0.81,89.18,372,4.0,0,0.8423413321372505,32.66424319055898,-5.12,75.12,Non-Certified
P4183,Bamboo Toothbrush,Stationery,65.75,-1.17,1.13,33.25,981,4.9,0,-0.9774436090225563,13.203674417039604,-5.733,-32.5,Non-Certified
P4184,Reusable Water Bottle,Household,72.0,-1.39,1.05,63.39,722,4.6,0,-0.13582584003786086,9.550264550264549,-6.393999999999999,-8.61,Non-Certified
P4185,Solar Charger,Personal Care,98.57,-0.69,1.4,67.46,73,4.5,1,-0.4611621701749185,0.5289931738141133,-3.1049999999999995,-31.11,Certified
P4186,Recycled Paper Planner,Clothing,56.8,-1.17,0.96,103.85,174,3.0,1,0.45305729417428986,3.1910211267605635,-3.51,47.05,Certified
P4188,Bamboo Toothbrush,Household,72.51,-0.64,0.98,30.2,545,4.5,1,-1.4009933774834438,7.669596593291846,-2.88,-42.31,Certified
P4189,Bamboo Toothbrush,Personal Care,21.16,-1.21,1.0,48.35,540,4.3,0,0.5623578076525336,25.519848771266542,-5.202999999999999,27.19,Non-Certified
P4190,Reusable Water Bottle,Personal Care,42.36,-1.12,1.37,41.51,400,3.0,0,-0.02047699349554328,6.89260630122068,-3.3600000000000003,-0.8500000000000014,Non-Certified
